SYMBOL,CompanyName,compId,compFormat,linkId
APSCOOTERS,AP Scooters,2,ap-scooters,ap-scooters-2
ABACUSCOMPUTER,Abacus Computer,4,abacus-computer,abacus-computer-4
ACC,ACC,6,acc,acc-6
ADARSHCHEM,Adarsh Chemicals,7,adarsh-chemicals,adarsh-chemicals-7
ADVANCEPETROCH,Advance Petroch.,8,advance-petroch,advance-petroch-8
AEGISCHEM,Aegis Logistics,9,aegis-logistics,aegis-logistics-9
ALFREDHERB,Alfred Herbert,11,alfred-herbert,alfred-herbert-11
ALPINEIND,Alpine Inds.,13,alpine-inds,alpine-inds-13
AMBASARABH,Ambalal Sarabhai,14,ambalal-sarabhai,ambalal-sarabhai-14
AMRUTANJAN,Amrutanjan Healt,17,amrutanjan-healt,amrutanjan-healt-17
ANDHRACEMT,Andhra Cements,19,andhra-cements,andhra-cements-19
IPAPPM,Internat. Paper,20,internat-paper,internat-paper-20
APOLLOTYRE,Apollo Tyres,23,apollo-tyres,apollo-tyres-23
APPLEIND,Apple Finance,24,apple-finance,apple-finance-24
ARAVALISEC,Aravali Sec.&Fin,25,aravali-sec-fin,aravali-sec-fin-25
ARIHANTIND,Arihant Inds.,26,arihant-inds,arihant-inds-26
ARUNASUGAR,Aruna Hotels,28,aruna-hotels,aruna-hotels-28
ARVIND,Arvind Ltd,29,arvind-ltd,arvind-ltd-29
ASHOKLEY,Ashok Leyland,31,ashok-leyland,ashok-leyland-31
ASIANHOTNR,Asian Hotels (N),33,asian-hotels-n,asian-hotels-n-33
ASIANPAINT,Asian Paints,34,asian-paints,asian-paints-34
ASSAMCO,Assam CO. (I),35,assam-co-i,assam-co-i-35
SKFINDIA,SKF India,37,skf-india,skf-india-37
ASOCSTONE,Asi Industries,38,asi-industries,asi-industries-38
ASTRAZEN,Astrazeneca Phar,39,astrazeneca-phar,astrazeneca-phar-39
ATLASCYCLE,Atlas Cycles,42,atlas-cycles,atlas-cycles-42
ATUL,Atul,43,atul,atul-43
AUTOCORP,Auto.Corp.of Goa,44,auto-corp-of-goa,auto-corp-of-goa-44
BAGALKOTUDYOG,Bagalkot Udyog,49,bagalkot-udyog,bagalkot-udyog-49
BAJAJHLDNG,Bajaj Holdings,50,bajaj-holdings,bajaj-holdings-50
BAJAJELEC,Bajaj Electrical,51,bajaj-electrical,bajaj-electrical-51
FORCEMOT,Force Motors,53,force-motors,force-motors-53
BAKELHYLAM,Sanathnagar Ent.,54,sanathnagar-ent,sanathnagar-ent-54
BALKRISIND,Balkrishna Inds,55,balkrishna-inds,balkrishna-inds-55
BALLARPUR,Ballarpur Inds.,56,ballarpur-inds,ballarpur-inds-56
BANARISUG,Bannari Amm.Sug.,57,bannari-amm-sug,bannari-amm-sug-57
BARODARAYN,Baroda Rayon,58,baroda-rayon,baroda-rayon-58
BASF,BASF India,59,basf-india,basf-india-59
BATAINDIA,Bata India,60,bata-india,bata-india-60
BATLIBOI,Batliboi,61,batliboi,batliboi-61
BAYERCROP,Bayer Crop Sci.,62,bayer-crop-sci,bayer-crop-sci-62
BCLFORGINGS,BCL Forgings,63,bcl-forgings,bcl-forgings-63
BERGEPAINT,Berger Paints,64,berger-paints,berger-paints-64
BECREL,Best & Crompton,65,best-crompton,best-crompton-65
BHAGAWATIOXYGEN,Bhagawati Oxygen,67,bhagawati-oxygen,bhagawati-oxygen-67
BBL,Bharat Bijlee,68,bharat-bijlee,bharat-bijlee-68
BHARATFORG,Bharat Forge,69,bharat-forge,bharat-forge-69
BHARATGEAR,Bharat Gears,70,bharat-gears,bharat-gears-70
BHARATPIPE,Bharat Pipes,71,bharat-pipes,bharat-pipes-71
SINTEX,Sintex Inds.,72,sintex-inds,sintex-inds-72
BIMETAL,Bimetal Bearings,76,bimetal-bearings,bimetal-bearings-76
BIRLACORPN,Birla Corpn.,77,birla-corpn,birla-corpn-77
BIRLAPOWER,Birla Power Sol.,78,birla-power-sol,birla-power-sol-78
BLISSGVS,Bliss GVS Pharma,79,bliss-gvs-pharma,bliss-gvs-pharma-79
BLUEBLENDS,Blue Blends (I),81,blue-blends-i,blue-blends-i-81
BLUESTARCO,Blue Star,82,blue-star,blue-star-82
BBTC,Bombay Burmah,84,bombay-burmah,bombay-burmah-84
BOMDYEING,Bombay Dyeing,85,bombay-dyeing,bombay-dyeing-85
RELINFRA,Reliance Infra.,88,reliance-infra,reliance-infra-88
MODISTONE,Modistone,89,modistone,modistone-89
ABBOTINDIA,Abbott India,90,abbott-india,abbott-india-90
BOROSIL,Borosil Glass,92,borosil-glass,borosil-glass-92
BRITANNIA,Britannia Inds.,93,britannia-inds,britannia-inds-93
CPEC,CPEC,97,cpec,cpec-97
CESC,CESC,99,cesc,cesc-99
OAL,Oriental Aromat.,100,oriental-aromat,oriental-aromat-100
CAPRIHANS,Caprihans India,101,caprihans-india,caprihans-india-101
GRAPHITE,Graphite India,102,graphite-india,graphite-india-102
CARBORUNIV,Carborundum Uni.,103,carborundum-uni,carborundum-uni-103
CEATLTD,CEAT,104,ceat,ceat-104
ITDCEM,ITD Cem,105,itd-cem,itd-cem-105
CENTENKA,Century Enka,106,century-enka,century-enka-106
CENTURYTEX,Century Textiles,107,century-textiles,century-textiles-107
EXIDEIND,Exide Inds.,111,exide-inds,exide-inds-111
CHOWGULSTM,Chowgule Steam,112,chowgule-steam,chowgule-steam-112
CIFCOFINANCE,CIFCO Finance,113,cifco-finance,cifco-finance-113
CIPLA,Cipla,114,cipla,cipla-114
CITURGIBIO,Citurgia Biochem,115,citurgia-biochem,citurgia-biochem-115
CLUTCHAUTO,Clutch Auto,116,clutch-auto,clutch-auto-116
DICIND,DIC India,117,dic-india,dic-india-117
COLPAL,Colgate-Palm.,118,colgate-palm,colgate-palm-118
CLNINDIA,Clariant Chemica,119,clariant-chemica,clariant-chemica-119
COMPUTERPOINT,Computer Point,120,computer-point,computer-point-120
TATACOFFEE,Tata Coffee,121,tata-coffee,tata-coffee-121
COROMANDEL,Coromandel Inter,123,coromandel-inter,coromandel-inter-123
COSMOFILMS,Cosmo Films,124,cosmo-films,cosmo-films-124
CGPOWER,CG Power & Indu.,125,cg-power-indu,cg-power-indu-125
DCM,DCM,128,dcm,dcm-128
DCMDAEWOO,Daewoo Motors,129,daewoo-motors,daewoo-motors-129
DALMIASUG,Dalmia Bharat,131,dalmia-bharat,dalmia-bharat-131
BHARATPURNUTRI,Bharatpur Nutri.,132,bharatpur-nutri,bharatpur-nutri-132
DECCANCE,Deccan Cements,134,deccan-cements,deccan-cements-134
DEEPAKFERT,Deepak Fert.,135,deepak-fert,deepak-fert-135
DEEPAKNTR,Deepak Nitrite,136,deepak-nitrite,deepak-nitrite-136
DELTRON,Deltron,137,deltron,deltron-137
DHARAMORAR,Dharamsi Morarji,140,dharamsi-morarji,dharamsi-morarji-140
DCW,DCW,141,dcw,dcw-141
DIAMINESCHEM,Diamines & Chem.,142,diamines-chem,diamines-chem-142
DUNLOP,Dunlop India,145,dunlop-india,dunlop-india-145
DIL,DIL,146,dil,dil-146
EIDPARRY,EID Parry,148,eid-parry,eid-parry-148
PGHL,Proc. Gam. Heal.,149,proc-gam-heal,proc-gam-heal-149
EIHOTEL,EIH,150,eih,eih-150
EICHERMOT,Eicher Motors,151,eicher-motors,eicher-motors-151
ELECON,Elecon Engg.Co,152,elecon-engg-co,elecon-engg-co-152
ELECTCAST,Electrost.Cast.,154,electrost-cast,electrost-cast-154
ELGIEQUIP,Elgi Equipment,155,elgi-equipment,elgi-equipment-155
ELPROINTL,Elpro Intl.,156,elpro-intl,elpro-intl-156
GET&D,GE T&D India,159,ge-t-d-india,ge-t-d-india-159
ESCORTS,Escorts,161,escorts,escorts-161
ESSARPORTS,Essar Ports,163,essar-ports,essar-ports-163
ESSELPACK,Essel Propack,164,essel-propack,essel-propack-164
EVERESTIND,Everest Inds.,165,everest-inds,everest-inds-165
EXCELINDUS,Excel Inds.,166,excel-inds,excel-inds-166
FGPIND,FGP,167,fgp,fgp-167
FERROALLOY,Ferro Alloys Cor,169,ferro-alloys-cor,ferro-alloys-cor-169
FINCABLES,Finolex Cables,171,finolex-cables,finolex-cables-171
FIRSTLEASE,First Leasing Co,172,first-leasing-co,first-leasing-co-172
NESTLEIND,Nestle India,175,nestle-india,nestle-india-175
FOODSINNS,Foods & Inns,176,foods-inns,foods-inns-176
GKWLIMITED,GKW,180,gkw,gkw-180
GRAVISSHOSPITAL,Graviss Hospital,181,graviss-hospital,graviss-hospital-181
DELTAMAGNT,Delta Magnets,183,delta-magnets,delta-magnets-183
GABRIEL,Gabriel India,184,gabriel-india,gabriel-india-184
GAJRABEVEL,Gajra Bevel,185,gajra-bevel,gajra-bevel-185
GAMMONIND,Gammon India,186,gammon-india,gammon-india-186
GARWARPOLY,Garware Polyest,189,garware-polyest,garware-polyest-189
GARFIBRES,Garware Tech.,190,garware-tech,garware-tech-190
GLAXO,Glaxosmi. Pharma,195,glaxosmi-pharma,glaxosmi-pharma-195
GOACARBON,Goa Carbon,196,goa-carbon,goa-carbon-196
FMGOETZE,Federal-Mogul Go,197,federal-mogul-go,federal-mogul-go-197
FORBESGOK,Forbes & Co,198,forbes-co,forbes-co-198
GOODYEAR,Goodyear India,199,goodyear-india,goodyear-india-199
KANSAINER,Kansai Nerolac,200,kansai-nerolac,kansai-nerolac-200
GOODRICKE,Goodricke Group,201,goodricke-group,goodricke-group-201
GWLPROPERTIES,GWL Properties,202,gwl-properties,gwl-properties-202
GRAHAMFIRTHSTL,Graham Firth Stl,203,graham-firth-stl,graham-firth-stl-203
SAREGAMA,Saregama India,204,saregama-india,saregama-india-204
GESHIP,GE Shipping Co,207,ge-shipping-co,ge-shipping-co-207
GREAVESCOT,Greaves Cotton,208,greaves-cotton,greaves-cotton-208
GRINDWELL,Grindwell Norton,209,grindwell-norton,grindwell-norton-209
GOLDENTOBC,Golden Tobacco,210,golden-tobacco,golden-tobacco-210
HIMTEKNOFORG,Him Teknoforg.,211,him-teknoforg,him-teknoforg-211
GNFC,G N F C,213,g-n-f-c,g-n-f-c-213
SETCO,Setco Automotive,214,setco-automotive,setco-automotive-214
GUJTHEMIS,Guj. Themis Bio.,216,guj-themis-bio,guj-themis-bio-216
GUJALKALI,Guj Alkalies,217,guj-alkalies,guj-alkalies-217
AMBUJACEM,Ambuja Cem.,218,ambuja-cem,ambuja-cem-218
GUJCARBONINDS,Guj. Carbon Inds,220,guj-carbon-inds,guj-carbon-inds-220
GUJFILAMENT,Guj. Filament,221,guj-filament,guj-filament-221
GUJPETROSYNTH,Guj. Petrosynth.,225,guj-petrosynth,guj-petrosynth-225
GSFC,G S F C,226,g-s-f-c,g-s-f-c-226
GRASIM,Grasim Inds,227,grasim-inds,grasim-inds-227
GWALIORSTRIPS,Gwalior Strips,228,gwalior-strips,gwalior-strips-228
HINDEVELOP,Malanpur Stee,229,malanpur-stee,malanpur-stee-229
HDFC,H D F C,230,h-d-f-c,h-d-f-c-230
GSKCONS,GlaxoSmith C H L,231,glaxosmith-c-h-l,glaxosmith-c-h-l-231
SHHARICEMENT,Sh. Hari. Cement,232,sh-hari-cement,sh-hari-cement-232
HARRMALAYA,Harri. Malayalam,233,harri-malayalam,harri-malayalam-233
HEROMOTOCO,Hero Motocorp,237,hero-motocorp,hero-motocorp-237
HILTONRUBBER,Hilton Rubber,240,hilton-rubber,hilton-rubber-240
HIMACHALTUBES,Himachal Tubes,241,himachal-tubes,himachal-tubes-241
ABB,A B B,242,a-b-b,a-b-b-242
NOVARTIND,Novartis India,243,novartis-india,novartis-india-243
HCC,Hind.Construct.,245,hind-construct,hind-construct-245
HINDDORROL,Hind.Dorr-Oliver,246,hind-dorr-oliver,hind-dorr-oliver-246
HINDMOTORS,Hind.Motors,247,hind-motors,hind-motors-247
BAJAJHIND,Bajaj Hindusthan,249,bajaj-hindusthan,bajaj-hindusthan-249
HSIL,HSIL,250,hsil,hsil-250
HEG,HEG,251,heg,heg-251
HINDALCO,Hindalco Inds.,252,hindalco-inds,hindalco-inds-252
HINDCOMPOS,Hind.Composites,253,hind-composites,hind-composites-253
HINDUNILVR,Hind. Unilever,255,hind-unilever,hind-unilever-255
SANOFI,Sanofi India,256,sanofi-india,sanofi-india-256
HOTELEELA,Hotel Leela Ven.,257,hotel-leela-ven,hotel-leela-ven-257
HIL,Hil Ltd,259,hil-ltd,hil-ltd-259
HYDLAMPS,Hyd.Lamps,260,hyd-lamps,hyd-lamps-260
ZENSARTECH,Zensar Tech.,262,zensar-tech,zensar-tech-262
INDIANORG,Futura Polyester,263,futura-polyester,futura-polyester-263
ISPLINDS,ISPL Inds.,264,ispl-inds,ispl-inds-264
GOCLCORP,GOCL Corpn.,265,gocl-corpn,gocl-corpn-265
AKZOINDIA,Akzo Nobel,266,akzo-nobel,akzo-nobel-266
INDAGRUBBER,Indag Rubber,268,indag-rubber,indag-rubber-268
INDIACEM,India Cements,270,india-cements,india-cements-270
INDIANCARD,Indian CardCloth,278,indian-cardcloth,indian-cardcloth-278
INDYESTUF,IDI,280,idi,idi-280
IFBIND,IFB Inds.,281,ifb-inds,ifb-inds-281
INDHOTEL,Indian Hotels,282,indian-hotels,indian-hotels-282
INDIANHUME,Indian Hume Pipe,283,indian-hume-pipe,indian-hume-pipe-283
LINDEINDIA,Linde India,284,linde-india,linde-india-284
SINGER,Singer India,287,singer-india,singer-india-287
GILLETTE,Gillette India,288,gillette-india,gillette-india-288
INDOASAHI,IAG Glass,289,iag-glass,iag-glass-289
INDOGULFINDS,Indo Gulf Inds.,290,indo-gulf-inds,indo-gulf-inds-290
PANCARBON,Panasonic Carbon,291,panasonic-carbon,panasonic-carbon-291
CASTROLIND,Castrol India,292,castrol-india,castrol-india-292
INDUNISSAN,Indu Nissan Oxo,293,indu-nissan-oxo,indu-nissan-oxo-293
INFARINDIA,Organon (India),294,organon-india,organon-india-294
INGERRAND,Ingersoll-Rand,295,ingersoll-rand,ingersoll-rand-295
INTLCOMBUSTION,Intl. Combustion,296,intl-combustion,intl-combustion-296
TATAINVEST,Tata Inv.Corpn.,298,tata-inv-corpn,tata-inv-corpn-298
IONEXCHANG,ION Exchange,299,ion-exchange,ion-exchange-299
TATASTLLP,Tata Steel Long,300,tata-steel-long,tata-steel-long-300
ITC,ITC,301,itc,itc-301
IVP,IVP,302,ivp,ivp-302
JBCHEPHARM,J B Chem & Pharm,303,j-b-chem-pharm,j-b-chem-pharm-303
JKTYRE,JK Tyre & Indust,304,jk-tyre-indust,jk-tyre-indust-304
JKSYNTHETC,Jaykay Enter.,305,jaykay-enter,jaykay-enter-305
JCT,JCT,306,jct,jct-306
JAGAJITIND,Jagatjit Inds.,307,jagatjit-inds,jagatjit-inds-307
JAYANTPAPER,Jayant Paper,309,jayant-paper,jayant-paper-309
JAYSREETEA,Jay Shree Tea,311,jay-shree-tea,jay-shree-tea-311
JENSONICOL,Jenson & Nich.,312,jenson-nich,jenson-nich-312
JYOTI,Jyoti,315,jyoti,jyoti-315
KCP,K C P,316,k-c-p,k-c-p-316
KGKHOSLA,Kirl.Pneumatic,318,kirl-pneumatic,kirl-pneumatic-318
KSL,Kalyani Steels,322,kalyani-steels,kalyani-steels-322
KELTECHENERGIES,Keltech Energies,326,keltech-energies,keltech-energies-326
KAYCEEINDS,Kaycee Inds.,327,kaycee-inds,kaycee-inds-327
WHIRLPOOL,Whirlpool India,328,whirlpool-india,whirlpool-india-328
KESORAMIND,Kesoram Inds.,329,kesoram-inds,kesoram-inds-329
KHAITANELE,Khaitan Elect.,330,khaitan-elect,khaitan-elect-330
KHANDELWALHERM,Khandelwal Herm.,331,khandelwal-herm,khandelwal-herm-331
INDOKEM,Indokem,332,indokem,indokem-332
KINETICENG,Kinetic Engg.,334,kinetic-engg,kinetic-engg-334
KIRLOSBROS,Kirl. Brothers,336,kirl-brothers,kirl-brothers-336
CUMMINSIND,Cummins India,337,cummins-india,cummins-india-337
KOTHARINDL,Kothari Indl,340,kothari-indl,kothari-indl-340
KOTARISUG,Kothari Sugars,341,kothari-sugars,kothari-sugars-341
KSB,KSB,342,ksb,ksb-342
LAKHNNATNL,Panasonic Energy,344,panasonic-energy,panasonic-energy-344
TRENT,Trent,345,trent,trent-345
LAXMIMACH,Lak. Mach. Works,346,lak-mach-works,lak-mach-works-346
LAKPRE,Lak. Prec. Screw,347,lak-prec-screw,lak-prec-screw-347
LT,Larsen & Toubro,348,larsen-toubro,larsen-toubro-348
LML,LML,351,lml,lml-351
MMRUBBER,M M Rubber,352,m-m-rubber,m-m-rubber-352
MANUGRAPH,Manugraph India,355,manugraph-india,manugraph-india-355
RAMCOCEM,The Ramco Cement,357,the-ramco-cement,the-ramco-cement-357
MAFATLALDYES,Mafatlal Dyes,359,mafatlal-dyes,mafatlal-dyes-359
MAFATLAIND,Mafatlal Inds.,361,mafatlal-inds,mafatlal-inds-361
MAHSCOOTER,Mah. Scooters,363,mah-scooters,mah-scooters-363
M&M,M & M,365,m-m,m-m-365
MAKERSLABS,Makers Labs.,366,makers-labs,makers-labs-366
MANGLMCEM,Mangalam Cement,367,mangalam-cement,mangalam-cement-367
MANGCHEFER,Mangalore Chem.,368,mangalore-chem,mangalore-chem-368
MATHPLATT,MPIL Corporation,370,mpil-corporation,mpil-corporation-370
MFSL,Max Financial,372,max-financial,max-financial-372
MAZDALEASE,Mazda Inds.,374,mazda-inds,mazda-inds-374
METALBOXINDIA,Metal Box India,376,metal-box-india,metal-box-india-376
BOSCHLTD,Bosch,378,bosch,bosch-378
MILKFOOD,Milkfood,381,milkfood,milkfood-381
MIPCOSEAMLRING,Mipco Seaml Ring,382,mipco-seaml-ring,mipco-seaml-ring-382
MODELLAWOOLLENS,Modella Woollens,383,modella-woollens,modella-woollens-383
MODINSULAT,Modern Insulator,384,modern-insulator,modern-insulator-384
MODIALKALI,Lords Chloro,385,lords-chloro,lords-chloro-385
MODIINDS,Modi Inds.,386,modi-inds,modi-inds-386
MODIRUBBER,Modi Rubber,387,modi-rubber,modi-rubber-387
MOHANMEAKIN,Mohan Meakin,389,mohan-meakin,mohan-meakin-389
PENINLAND,Peninsula Land,390,peninsula-land,peninsula-land-390
MRF,MRF,391,mrf,mrf-391
MUKANDLTD,Mukand,392,mukand,mukand-392
SAPTAKCHEM,Saptak Chem &,394,saptak-chem,saptak-chem-394
HEIDELBERG,Heidelberg Cem.,396,heidelberg-cem,heidelberg-cem-396
MYSORPETRO,Mysore Petro,398,mysore-petro,mysore-petro-398
NCLIND,NCL Inds.,401,ncl-inds,ncl-inds-401
NAGARJUFIN,Nag. Finance,403,nag-finance,nag-finance-403
ASIAPACIFICINV,Asia Pacific Inv,404,asia-pacific-inv,asia-pacific-inv-404
NATPEROXID,Natl. Peroxide,409,natl-peroxide,natl-peroxide-409
NELCO,NELCO,410,nelco,nelco-410
PEL,Piramal Enterp.,412,piramal-enterp,piramal-enterp-412
NIRLON,Nirlon,414,nirlon,nirlon-414
NOCIL,NOCIL,415,nocil,nocil-415
ORIENTABRA,Orient Abrasives,419,orient-abrasives,orient-abrasives-419
ORIENTPPR,Orient Paper,420,orient-paper,orient-paper-420
ORIENTHOT,Oriental Hotels,421,oriental-hotels,oriental-hotels-421
ORISSASPONGE,Orissa Sponge,423,orissa-sponge,orissa-sponge-423
ORKAY,Orkay Inds.,424,orkay-inds,orkay-inds-424
OSWALAGRO,Oswal Agro Mills,425,oswal-agro-mills,oswal-agro-mills-425
PANCHMACEM,Panchmahal Cem.,427,panchmahal-cem,panchmahal-cem-427
PANYAMCEM,Panyam Cement,429,panyam-cement,panyam-cement-429
PARSSYNTH,Parasram. Synth,430,parasram-synth,parasram-synth-430
PERMAGNET,Permanent Magnet,433,permanent-magnet,permanent-magnet-433
PFIZER,Pfizer,434,pfizer,pfizer-434
PHILIPCARB,Phillips Carbon,435,phillips-carbon,phillips-carbon-435
PHILCORP,Kore Foods,436,kore-foods,kore-foods-436
AMAL,Amal,439,amal,amal-439
POLYCHEM,Polychem,440,polychem,polychem-440
PRAKASH,Prakash Inds.,444,prakash-inds,prakash-inds-444
SURYAROSNI,Surya Roshni,445,surya-roshni,surya-roshni-445
SCHAEFFLER,Schaeffler India,446,schaeffler-india,schaeffler-india-446
PREMIER,Premier,447,premier,premier-447
PREMIERINDSI,Premier Inds (I),448,premier-inds-i,premier-inds-i-448
PREMVINYL,Prem. Vin. Floor,449,prem-vin-floor,prem-vin-floor-449
PRESSMN,Pressman Adv.,450,pressman-adv,pressman-adv-450
HAWKINCOOK,Hawkins Cookers,451,hawkins-cookers,hawkins-cookers-451
AMJLAND,AMJ Land,453,amj-land,amj-land-453
PUNALKALI,Punjab Alkalies,455,punjab-alkalies,punjab-alkalies-455
PUNJABCHEM,Punjab Chemicals,457,punjab-chemicals,punjab-chemicals-457
RAASIREFRACTOR,Raasi Refractor,463,raasi-refractor,raasi-refractor-463
RADHAKISHANCEM,Radhakishan Cem.,464,radhakishan-cem,radhakishan-cem-464
RALLIS,Rallis India,465,rallis-india,rallis-india-465
RAMAPULPPAP,Rama Pulp & Pap,466,rama-pulp-pap,rama-pulp-pap-466
RANEHOLDIN,Rane Holdings,470,rane-holdings,rane-holdings-470
RASOI,Rasoi,471,rasoi,rasoi-471
RAYMOND,Raymond,474,raymond,raymond-474
RELIANCE,Reliance Inds.,476,reliance-inds,reliance-inds-476
REVATHI,Revathi Equipmnt,478,revathi-equipmnt,revathi-equipmnt-478
PGHH,P & G Hygiene,480,p-g-hygiene,p-g-hygiene-480
CITADELREALTY,Citadel Realty,483,citadel-realty,citadel-realty-483
ROLLT,Rollatainers,484,rollatainers,rollatainers-484
ROPLASINDIA,Roplas India,486,roplas-india,roplas-india-486
SADHANANITRO,Sadhana Nitro,491,sadhana-nitro,sadhana-nitro-491
SAGARSOYAPROD,Sagar Soya Prod,493,sagar-soya-prod,sagar-soya-prod-493
SAMTELTD,Samtel (India),495,samtel-india,samtel-india-495
SAURASHCEM,Saurashtra Cem.,499,saurashtra-cem,saurashtra-cem-499
SCINDIASTEAM,Scindia Steam,500,scindia-steam,scindia-steam-500
VEDL,Vedanta,502,vedanta,vedanta-502
SESHAPAPER,Seshasayee Paper,503,seshasayee-paper,seshasayee-paper-503
SHALPAINTS,Shalimar Paints,505,shalimar-paints,shalimar-paints-505
SHACIDSCHEM,Sh. Acids & Chem,507,sh-acids-chem,sh-acids-chem-507
SHREECEM,Shree Cement,508,shree-cement,shree-cement-508
SHREDIGCEM,Sh. Digvijay Cem,510,sh-digvijay-cem,sh-digvijay-cem-510
SHRIDINESH,Sh. Dinesh Mills,512,sh-dinesh-mills,sh-dinesh-mills-512
SRF,SRF,513,srf,srf-513
SIEMENS,Siemens,514,siemens,siemens-514
SIRPAPER,Sirpur Paper,515,sirpur-paper,sirpur-paper-515
SIYSIL,Siyaram Silk,516,siyaram-silk,siyaram-silk-516
SOMANYCERA,Somany Ceramics,519,somany-ceramics,somany-ceramics-519
SPARTEK,Spartek Ceramics,523,spartek-ceramics,spartek-ceramics-523
SPIC,S P I C,525,s-p-i-c,s-p-i-c-525
TVSSRICHAK,TVS Srichakra,526,tvs-srichakra,tvs-srichakra-526
STANDRDBAT,Standard Battery,527,standard-battery,standard-battery-527
STANDARDMEDICAL,Standard Medical,528,standard-medical,standard-medical-528
SIL,Standard Inds.,529,standard-inds,standard-inds-529
STEELSTRIPS,Steel Strips,532,steel-strips,steel-strips-532
STEELTUBES,Steel Tubes (I),533,steel-tubes-i,steel-tubes-i-533
STOVECINDS,Stovec Inds.,534,stovec-inds,stovec-inds-534
JKLAKSHMI,JK Lakshmi Cem.,535,jk-lakshmi-cem,jk-lakshmi-cem-535
KITPLYIND,Kitply Inds.,536,kitply-inds,kitply-inds-536
SUNDRMBRAK,Sundaram Brake,537,sundaram-brake,sundaram-brake-537
SUNCLAYLTD,Sundaram Clayton,538,sundaram-clayton,sundaram-clayton-538
SUNDRMFAST,Sundram Fasten.,539,sundram-fasten,sundram-fasten-539
SUNDARMFIN,Sundaram Finance,540,sundaram-finance,sundaram-finance-540
SUPREMEIND,Supreme Inds.,541,supreme-inds,supreme-inds-541
SWADESHIPOLYTEX,Swadeshi Polytex,543,swadeshi-polytex,swadeshi-polytex-543
SMLISUZU,SML ISUZU,544,sml-isuzu,sml-isuzu-544
SYNTHCHEM,Synth. & Chem.,546,synth-chem,synth-chem-546
TCIINDS,TCI Inds.,547,tci-inds,tci-inds-547
TANFACIND,Tanfac Inds.,548,tanfac-inds,tanfac-inds-548
TALBROAUTO,Talbros Auto.,549,talbros-auto,talbros-auto-549
TATACHEM,Tata Chemicals,552,tata-chemicals,tata-chemicals-552
TATAPOWER,Tata Power Co.,554,tata-power-co,tata-power-co-554
INFOMEDIA,Infomedia Press,555,infomedia-press,infomedia-press-555
TRF,TRF,556,trf,trf-556
TATAGLOBAL,Tata Global,557,tata-global,tata-global-557
TATAYODOGA,Tayo Rolls,558,tayo-rolls,tayo-rolls-558
TATAMOTORS,Tata Motors,560,tata-motors,tata-motors-560
TEXINFRA,Texmaco Infrast.,562,texmaco-infrast,texmaco-infrast-562
TIRUMALCHM,Thirumalai Chem.,563,thirumalai-chem,thirumalai-chem-563
THOMASCOOK,Thomas Cook (I),564,thomas-cook-i,thomas-cook-i-564
TINPLATE,Tinplate Co.,565,tinplate-co,tinplate-co-565
TATASTEEL,Tata Steel,566,tata-steel,tata-steel-566
TIL,TIL,569,til,til-569
TRANSPEK,Transpek Inds.,570,transpek-inds,transpek-inds-570
CHOLAHLDNG,Chola Financial,573,chola-financial,chola-financial-573
TUTICORALK,Tuticorin Alkali,574,tuticorin-alkali,tuticorin-alkali-574
ULTRMARINE,Ultramarine Pig.,576,ultramarine-pig,ultramarine-pig-576
UNICHEMLAB,Unichem Labs.,577,unichem-labs,unichem-labs-577
EVEREADY,Eveready Inds.,578,eveready-inds,eveready-inds-578
UBHOLDINGS,U B Holdings,580,u-b-holdings,u-b-holdings-580
UNITEDDIAGINT,United Diag. Int,582,united-diag-int,united-diag-int-582
UNITEDDIAM,United Diam.,583,united-diam,united-diam-583
UNITEDSOYAAPR,United Soyaa Pr.,585,united-soyaa-pr,united-soyaa-pr-585
UNIVCABLES,Universal Cables,587,universal-cables,universal-cables-587
USHAINDIA,Usha (India),591,usha-india,usha-india-591
JUBILANT,Jubilant Life,592,jubilant-life,jubilant-life-592
VBCFERROALLOYS,VBC Ferro Alloys,594,vbc-ferro-alloys,vbc-ferro-alloys-594
SWASTIVINAYAKA,Swasti Vinayaka,595,swasti-vinayaka,swasti-vinayaka-595
VOLTAS,Voltas,597,voltas,voltas-597
VSTIND,VST Inds.,598,vst-inds,vst-inds-598
UBENGG,UB Engg.,600,ub-engg,ub-engg-600
WSI,W S Inds.,601,w-s-inds,w-s-inds-601
WALCHANNAG,Walchan. Inds.,602,walchan-inds,walchan-inds-602
WARRENTEA,Warren Tea,605,warren-tea,warren-tea-605
WENDT,Wendt India,606,wendt-india,wendt-india-606
WSTCSTPAPR,West Coast Paper,607,west-coast-paper,west-coast-paper-607
WESTERNMINISTIL,Western Ministil,608,western-ministil,western-ministil-608
WHEELS,Wheels India,609,wheels-india,wheels-india-609
KENNAMET,Kennametal India,610,kennametal-india,kennametal-india-610
WILLARDLTD,Willard India,611,willard-india,willard-india-611
WIPRO,Wipro,614,wipro,wipro-614
WPIL,WPIL,615,wpil,wpil-615
HINDUSTANHARDY,Hindustan Hardy,616,hindustan-hardy,hindustan-hardy-616
XPROINDIA,XPRO India,618,xpro-india,xpro-india-618
ZFSTEERING,Z F Steering,619,z-f-steering,z-f-steering-619
ZENITHBIR,Zenith Birla,620,zenith-birla,zenith-birla-620
ZUARIGLOB,Zuari Global,621,zuari-global,zuari-global-621
AUTOAXLES,Automotive Axles,622,automotive-axles,automotive-axles-622
