SYMBOL,CompanyName,compId,compFormat,linkId
JKIL,J Kumar Infra,28300,j-kumar-infra,j-kumar-infra-28300
ONMOBILE,OnMobile Global,28301,onmobile-global,onmobile-global-28301
MVL,MVL,28304,mvl,mvl-28304
AVONCORPORATION,Avon Corporation,28314,avon-corporation,avon-corporation-28314
TARAPUR,Tarapur Trans,28331,tarapur-trans,tarapur-trans-28331
KNRCON,KNR Construct.,28334,knr-construct,knr-construct-28334
TRIL,T R I L,28340,t-r-i-l,t-r-i-l-28340
ANUSLAB,Anu's Lab.,28349,anu-s-lab,anu-s-lab-28349
AUSTRAL,GREENETH.RES&PRO,28363,greeneth-res-pro,greeneth-res-pro-28363
IRB,IRB Infra.Devl.,28365,irb-infra-devl,irb-infra-devl-28365
SHRIRAMEPC,Shriram EPC,28369,shriram-epc,shriram-epc-28369
7SEASENTER,7Seas Enter.,28404,7seas-enter,7seas-enter-28404
QUESTSOFTECH,Quest Softech,28408,quest-softech,quest-softech-28408
KDLEISURES,KD Leisures,28410,kd-leisures,kd-leisures-28410
FIRSTWIN,First Winner,28424,first-winner,first-winner-28424
ARCHIDPLY,Archidply Inds.,28434,archidply-inds,archidply-inds-28434
NEXTGENANIMAT,Nextgen Animat.,28437,nextgen-animat,nextgen-animat-28437
VASCONEQ,Vascon Engineers,28441,vascon-engineers,vascon-engineers-28441
KGNENTERPRISES,KGN Enterprises,28563,kgn-enterprises,kgn-enterprises-28563
RMMIL,Resurgere Mines,28573,resurgere-mines,resurgere-mines-28573
GBGLOBAL,GB Global,28574,gb-global,gb-global-28574
DBCORP,D B Corp,28589,d-b-corp,d-b-corp-28589
SHANKARA,Shankara Build.,28590,shankara-build,shankara-build-28590
RAMKY,Ramky Infra,28591,ramky-infra,ramky-infra-28591
BAFNAPHARM,Bafna Pharma.,28611,bafna-pharma,bafna-pharma-28611
BIRLACOT,Birla Cotsyn,28612,birla-cotsyn,birla-cotsyn-28612
LGBFORGE,LGB Forge,28627,lgb-forge,lgb-forge-28627
EUROMULTI,Euro Multivision,28666,euro-multivision,euro-multivision-28666
NUTEK,Nu Tek India,28668,nu-tek-india,nu-tek-india-28668
PNCINFRA,PNC Infratech,28695,pnc-infratech,pnc-infratech-28695
CMMIPL,CMM Infraproj,28710,cmm-infraproj,cmm-infraproj-28710
SEATVNETWORK,Sea TV Network,28750,sea-tv-network,sea-tv-network-28750
NITESHEST,NEL Holdings,28894,nel-holdings,nel-holdings-28894
LOTUSEYE,Lotus Eye Hospit,28967,lotus-eye-hospit,lotus-eye-hospit-28967
TRINETHRAINFRA,Trinethra Infra,29038,trinethra-infra,trinethra-infra-29038
SASTASUNDR,Sastasundar Ven.,29112,sastasundar-ven,sastasundar-ven-29112
RPGLIFE,RPG LifeScience.,29175,rpg-lifescience,rpg-lifescience-29175
KSK,KSK Energy Ven.,29187,ksk-energy-ven,ksk-energy-ven-29187
BOTHRAMETALS,Bothra Metals,29224,bothra-metals,bothra-metals-29224
PIRPHYTO,Piraml.Phyto.,29300,piraml-phyto,piraml-phyto-29300
RANEENGINE,Rane Engine Val.,29301,rane-engine-val,rane-engine-val-29301
RBL,Rane Brake Lin.,29302,rane-brake-lin,rane-brake-lin-29302
SICAGEN,Sicagen India,29303,sicagen-india,sicagen-india-29303
FCONSUMER,Future Consumer,29335,future-consumer,future-consumer-29335
ARSSINFRA,ARSS Infra,29368,arss-infra,arss-infra-29368
FCL,Fineotex Chem,29472,fineotex-chem,fineotex-chem-29472
JKAGRIGENETICS,JK Agri Genetics,29483,jk-agri-genetics,jk-agri-genetics-29483
A2ZINFRA,A2Z Infra Engg.,29545,a2z-infra-engg,a2z-infra-engg-29545
INNOIND,Innoventive Ind.,29548,innoventive-ind,innoventive-ind-29548
PRAKASHSTL,Prakash Steelage,29574,prakash-steelage,prakash-steelage-29574
BHARATFIN,Bharat Financial,29583,bharat-financial,bharat-financial-29583
GAL,Gyscoal Alloys,29706,gyscoal-alloys,gyscoal-alloys-29706
VRLLOG,VRL Logistics,29776,vrl-logistics,vrl-logistics-29776
RDBREALTY,RDB Realty,29788,rdb-realty,rdb-realty-29788
SURYAAMBASPINNI,Suryaamba Spinni,29882,suryaamba-spinni,suryaamba-spinni-29882
TAMBOLICAPITAL,Tamboli Capital,29932,tamboli-capital,tamboli-capital-29932
INFINITE,Infinite Comp,29955,infinite-comp,infinite-comp-29955
EDSERV,Edserv Softsys.,30017,edserv-softsys,edserv-softsys-30017
CMAHENDRA,C Mahendra Exp,30089,c-mahendra-exp,c-mahendra-exp-30089
KOTAKSENSEXETF,Kotak Sensex ETF,30117,kotak-sensex-etf,kotak-sensex-etf-30117
QNIFTY,Quantum Index,30118,quantum-index,quantum-index-30118
RELBANK,Reliance Banking,30119,reliance-banking,reliance-banking-30119
QGOLDHALF,Quantum Gold ETF,30120,quantum-gold-etf,quantum-gold-etf-30120
RELGOLD,Reliance Gold,30121,reliance-gold,reliance-gold-30121
KOTAKPSUBK,Kotak PSU Bank,30122,kotak-psu-bank,kotak-psu-bank-30122
PSUBNKBEES,R*Shares PSUBank,30123,r-shares-psubank,r-shares-psubank-30123
BANKBEES,R*Shares Bank,30124,r-shares-bank,r-shares-bank-30124
JUNIORBEES,R*Shares Junior,30125,r-shares-junior,r-shares-junior-30125
LIQUIDBEES,R*Shares Liquid,30126,r-shares-liquid,r-shares-liquid-30126
INNOVASSYNTHINV,Innovassynth Inv,30127,innovassynth-inv,innovassynth-inv-30127
UTISUNDER,S&P CNX UTI ETF,30130,s-p-cnx-uti-etf,s-p-cnx-uti-etf-30130
EXCEL,Excel Realty,30141,excel-realty,excel-realty-30141
DECCANHEALTHCAR,Deccan Healthcar,30148,deccan-healthcar,deccan-healthcar-30148
JINDCOT,Jindal Cotex Ltd,30163,jindal-cotex-ltd,jindal-cotex-ltd-30163
ESSARSECURITIES,Essar Securities,30178,essar-securities,essar-securities-30178
WELINV,Welspun Investme,30251,welspun-investme,welspun-investme-30251
SYNCOM,Syncom Health,30252,syncom-health,syncom-health-30252
BSLIMITED,BS,30297,bs,bs-30297
ARROWTEX,Arrow Textiles,30326,arrow-textiles,arrow-textiles-30326
SREEL,Sreeleathers,30337,sreeleathers,sreeleathers-30337
BENGALASSAM,Bengal & Assam,30381,bengal-assam,bengal-assam-30381
JTAPARIAPROJ,J Taparia Proj,30388,j-taparia-proj,j-taparia-proj-30388
BIOGREENPAPERS,Bio Green Papers,30439,bio-green-papers,bio-green-papers-30439
VARROC,Varroc Engineer,30486,varroc-engineer,varroc-engineer-30486
BOSTONLEAFIN,BOSTON LEA.&FIN.,30734,boston-lea-fin,boston-lea-fin-30734
BRONZETRADING,Bronze Trading,30790,bronze-trading,bronze-trading-30790
BCPLINTERNAT,BCPL Internat.,30903,bcpl-internat,bcpl-internat-30903
TEXMOPIPES,Texmo Pipes,30992,texmo-pipes,texmo-pipes-30992
DELTAINDUSTRIAL,Delta Industrial,31438,delta-industrial,delta-industrial-31438
PRADIP,Pradip Overseas,31509,pradip-overseas,pradip-overseas-31509
AUTHUMINVEST,Authum Invest,31631,authum-invest,authum-invest-31631
CRESCENTLEASING,Crescent Leasing,31632,crescent-leasing,crescent-leasing-31632
DLINKINDIA,D-Link India,31785,d-link-india,d-link-india-31785
ABHISHEKINFRA,Abhishek Infra.,31998,abhishek-infra,abhishek-infra-31998
ELECTROSL,Electrosteel St.,32039,electrosteel-st,electrosteel-st-32039
FARMAXIND,Farmax India,32050,farmax-india,farmax-india-32050
FUNNYSOFTWARE,Funny Software,32219,funny-software,funny-software-32219
AHLEAST,Asian Hotels (E),32414,asian-hotels-e,asian-hotels-e-32414
KTIL,Kesar Terminals,32948,kesar-terminals,kesar-terminals-32948
INDIGO,Interglobe Aviat,33159,interglobe-aviat,interglobe-aviat-33159
TRIMURTHI,Trimurthi,33252,trimurthi,trimurthi-33252
AARCOMMERCIAL,AAR Commercial,33370,aar-commercial,aar-commercial-33370
DRDATSONS,Dr.Datsons Labs,33402,dr-datsons-labs,dr-datsons-labs-33402
SPECIALITY,Speciality Rest.,33406,speciality-rest,speciality-rest-33406
EXPLEOSOL,Expleo Solutions,33432,expleo-solutions,expleo-solutions-33432
KIRLOSENG,Kirloskar Oil,33444,kirloskar-oil,kirloskar-oil-33444
SHARIABEES,R*Shares Shariah,33456,r-shares-shariah,r-shares-shariah-33456
BHILWARATECH,Bhilwara Tech,33460,bhilwara-tech,bhilwara-tech-33460
PCJEWELLER,PC Jeweller,33583,pc-jeweller,pc-jeweller-33583
SHPRE,Shree Precoated,33609,shree-precoated,shree-precoated-33609
PRABHAT,Prabhat Dairy,33638,prabhat-dairy,prabhat-dairy-33638
RITCOLOGISTICS,Ritco Logistics,33648,ritco-logistics,ritco-logistics-33648
FLEXITUFF,Flexituff Vent.,33816,flexituff-vent,flexituff-vent-33816
MEP,MEP Infrast.,34020,mep-infrast,mep-infrast-34020
SPANDANA,Spandana Sphoort,34046,spandana-sphoort,spandana-sphoort-34046
GNA,GNA Axles,34142,gna-axles,gna-axles-34142
VMART,V-Mart Retail,34162,v-mart-retail,v-mart-retail-34162
IL&FSTRANS,IL&FS Transport,34263,il-fs-transport,il-fs-transport-34263
CAPTAINPOLYP,Captain Polyp.,34354,captain-polyp,captain-polyp-34354
SPAL,S P Apparels,34404,s-p-apparels,s-p-apparels-34404
SGJHL,Shree Gan.Jew.,34493,shree-gan-jew,shree-gan-jew-34493
EMAMIREAL,Emami Realt.,34518,emami-realt,emami-realt-34518
JPINFRATEC,Jaypee Infratec.,34663,jaypee-infratec,jaypee-infratec-34663
TDPOWERSYS,TD Power Sys.,34673,td-power-sys,td-power-sys-34673
AUBANK,AU Small Finance,34695,au-small-finance,au-small-finance-34695
EQUITAS,Equitas Holdings,34697,equitas-holdings,equitas-holdings-34697
SANGHVIFOR,Sanghvi Forg.,34741,sanghvi-forg,sanghvi-forg-34741
POWERMECH,Power Mech Proj.,34787,power-mech-proj,power-mech-proj-34787
SHREEPUSHK,Sh.Pushkar Chem.,34793,sh-pushkar-chem,sh-pushkar-chem-34793
RTNPOWER,Rattanindia Pow.,34819,rattanindia-pow,rattanindia-pow-34819
SUPREMEENG,Supreme Engg.,34869,supreme-engg,supreme-engg-34869
UJJIVAN,Ujjivan Fin.Ser.,34901,ujjivan-fin-ser,ujjivan-fin-ser-34901
DUCON,Ducon Tech,34917,ducon-tech,ducon-tech-34917
SETFGOLD,SBI Gold ETS,34918,sbi-gold-ets,sbi-gold-ets-34918
THANGAMAYL,Thangamayil Jew.,34920,thangamayil-jew,thangamayil-jew-34920
DEN,Den Networks,35066,den-networks,den-networks-35066
AQUA,Aqua Logistics,35142,aqua-logistics,aqua-logistics-35142
BFINVEST,BF Investment,35224,bf-investment,bf-investment-35224
AKASH,Akash InfraProj.,35318,akash-infraproj,akash-infraproj-35318
PREMIERENERGY,Premier Energy,35325,premier-energy,premier-energy-35325
SHARDACROP,Sharda Cropchem,35410,sharda-cropchem,sharda-cropchem-35410
KRISHANA,Krishana Phosch.,35492,krishana-phosch,krishana-phosch-35492
LAXMICOT,Laxmi Cotspin,35508,laxmi-cotspin,laxmi-cotspin-35508
EMMBI,Emmbi Industries,35595,emmbi-industries,emmbi-industries-35595
GRAVITA,Gravita India,35607,gravita-india,gravita-india-35607
DQE,DQ Entertain.,35611,dq-entertain,dq-entertain-35611
TEJASNET,Tejas Networks,35619,tejas-networks,tejas-networks-35619
CANTABIL,Cantabil Retail,35715,cantabil-retail,cantabil-retail-35715
DBREALTY,D B Realty,35717,d-b-realty,d-b-realty-35717
DIXON,Dixon Technolog.,35727,dixon-technolog,dixon-technolog-35727
GOENKA,Goenka Diamond,35743,goenka-diamond,goenka-diamond-35743
OMKARCHEM,Omkar Spl.Chem.,35794,omkar-spl-chem,omkar-spl-chem-35794
SKSTEXTILE,SKS Textiles,35806,sks-textiles,sks-textiles-35806
CNOVAPETRO,CIL Nova Petro.,35844,cil-nova-petro,cil-nova-petro-35844
SURANASOL,Surana Solar,35848,surana-solar,surana-solar-35848
INDOSOLAR,Indosolar,35919,indosolar,indosolar-35919
TATAMTRDVR,Tata Motors-DVR,36014,tata-motors-dvr,tata-motors-dvr-36014
FELDVR,Future Ent. DVR,36015,future-ent-dvr,future-ent-dvr-36015
KICL,Kalyani Invest.,36017,kalyani-invest,kalyani-invest-36017
WABAG,Va Tech Wabag,36019,va-tech-wabag,va-tech-wabag-36019
MAHLOG,Mahindra Logis.,36025,mahindra-logis,mahindra-logis-36025
SARTHAKMETALS,Sarthak Metals,36094,sarthak-metals,sarthak-metals-36094
RPPINFRA,RPP Infra Proj.,36162,rpp-infra-proj,rpp-infra-proj-36162
IBULHSGFIN,Indiabulls Hous.,36229,indiabulls-hous,indiabulls-hous-36229
DBL,Dilip Buildcon,36662,dilip-buildcon,dilip-buildcon-36662
HEALTHFORETECH,Healthfore Tech.,36781,healthfore-tech,healthfore-tech-36781
SVGLOBALMILL,S V Global Mill,36888,s-v-global-mill,s-v-global-mill-36888
BINNYMILLS,Binny Mills,36889,binny-mills,binny-mills-36889
MCSL,Mahaveer Cotts,36892,mahaveer-cotts,mahaveer-cotts-36892
TOYAMINDUSTRIES,Toyam Industries,37062,toyam-industries,toyam-industries-37062
DELTALEASING,Delta Leasing,37064,delta-leasing,delta-leasing-37064
SRSFINANCE,SRS Finance,37065,srs-finance,srs-finance-37065
DHUNINV,Dhunseri Invest.,37265,dhunseri-invest,dhunseri-invest-37265
TALWALKARS,Talwal.Better,37382,talwal-better,talwal-better-37382
WESTLEISURE,West Leisure,37383,west-leisure,west-leisure-37383
ASLIND,ASL Industries,37406,asl-industries,asl-industries-37406
CREDITACC,CreditAcc. Gram.,37419,creditacc-gram,creditacc-gram-37419
SPYL,Shekhawati Poly.,37447,shekhawati-poly,shekhawati-poly-37447
GALLISPAT,Gallantt Ispat,37500,gallantt-ispat,gallantt-ispat-37500
TECHNOE,Techno Elec.Engg,37716,techno-elec-engg,techno-elec-engg-37716
TIRUPATIINKS,Tirupati Inks,37726,tirupati-inks,tirupati-inks-37726
DYNAMICCABLES,Dynamic Cables,37752,dynamic-cables,dynamic-cables-37752
SIS,Security & Intel,37791,security-intel,security-intel-37791
SHRIASTER,Shri Aster Silic,37831,shri-aster-silic,shri-aster-silic-37831
EROSMEDIA,Eros Intl.Media,37832,eros-intl-media,eros-intl-media-37832
ZEELEARN,Zee Learn,37833,zee-learn,zee-learn-37833
ENKEIWHEELS,Enkei Wheels,37926,enkei-wheels,enkei-wheels-37926
OBEROIRLTY,Oberoi Realty,38025,oberoi-realty,oberoi-realty-38025
BILENERGY,Bil Energy Sys.,38133,bil-energy-sys,bil-energy-sys-38133
SHILPI,Shilpi Cable,38208,shilpi-cable,shilpi-cable-38208
PGEL,PG Electro.,38220,pg-electro,pg-electro-38220
KOTAKNIFTY,Kotak Nifty ETF,38363,kotak-nifty-etf,kotak-nifty-etf-38363
LESHAINDS,Lesha Inds.,38440,lesha-inds,lesha-inds-38440
ALACRITYSEC,Alacrity Sec.,38490,alacrity-sec,alacrity-sec-38490
IBULISL,Indiabulls Integ,38564,indiabulls-integ,indiabulls-integ-38564
CAREERP,Career Point,38565,career-point,career-point-38565
MASFIN,MAS FINANC SER,38599,mas-financ-ser,mas-financ-ser-38599
BENARABEARING,Benara Bearing,38610,benara-bearing,benara-bearing-38610
INNOVATORS,Innovators,38643,innovators,innovators-38643
INDTERRAIN,Indian Terrain,38700,indian-terrain,indian-terrain-38700
BAJAJCON,Bajaj Consumer,38716,bajaj-consumer,bajaj-consumer-38716
SRSLTD,SRS,38761,srs,srs-38761
RHFL,Reliance Home,38777,reliance-home,reliance-home-38777
BOHRA,Bohra Industries,38868,bohra-industries,bohra-industries-38868
ACROPETAL,AcroPetal Tech.,38892,acropetal-tech,acropetal-tech-38892
TCIDEVELOP,TCI Developers,38923,tci-developers,tci-developers-38923
HNGSNGBEES,R*SharesHangsang,38924,r-shareshangsang,r-shareshangsang-38924
IVZINGOLD,Invesco Ind.Gold,38928,invesco-ind-gold,invesco-ind-gold-38928
MARINE,Marine Electric.,38996,marine-electric,marine-electric-38996
RDBRASAYANS,RDB Rasayans,39068,rdb-rasayans,rdb-rasayans-39068
KARMAENG,Karma Ener.,39082,karma-ener,karma-ener-39082
KRITIKA,Kritika Wires,39102,kritika-wires,kritika-wires-39102
ADANIGAS,Adani Gas,39108,adani-gas,adani-gas-39108
AIROLAM,Airo Lam,39209,airo-lam,airo-lam-39209
CEBBCO,Commercial Eng.,39220,commercial-eng,commercial-eng-39220
SUPERFINEKNIT,Super Fine Knit.,39524,super-fine-knit,super-fine-knit-39524
FSC,Future Supply,39587,future-supply,future-supply-39587
UNIVERSALAUTO,Universal Auto.,39642,universal-auto,universal-auto-39642
JASH,Jash Engineering,39683,jash-engineering,jash-engineering-39683
GREENPOWER,Orient Green,39716,orient-green,orient-green-39716
SUDAR,Sudar Industries,40028,sudar-industries,sudar-industries-40028
GUJNREDVR,Guj.NRE-DVR,40095,guj-nre-dvr,guj-nre-dvr-40095
AHLWEST,Asian Hotels (W),40111,asian-hotels-w,asian-hotels-w-40111
STAN,Stand.Chart.PLC,40129,stand-chart-plc,stand-chart-plc-40129
GITARENEWABLE,Gita Renewable,40156,gita-renewable,gita-renewable-40156
CHENNAIFERROUS,Chennai Ferrous,40157,chennai-ferrous,chennai-ferrous-40157
COMFORTFINCAP,Comfort Fincap,40171,comfort-fincap,comfort-fincap-40171
HALDERVENTURE,Halder Venture,40176,halder-venture,halder-venture-40176
SHALBY,Shalby,40217,shalby,shalby-40217
TARAJEWELS,Tara Jewels,40258,tara-jewels,tara-jewels-40258
INFRATEL,Bharti Infra.,40279,bharti-infra,bharti-infra-40279
MAXHEIGHTS,Max Heights,40291,max-heights,max-heights-40291
APLLTD,Alembic Pharma,40294,alembic-pharma,alembic-pharma-40294
VMSINDUS,VMS Indus.,40341,vms-indus,vms-indus-40341
JUBLINDS,Jubilant Inds.,40342,jubilant-inds,jubilant-inds-40342
PENPEBS,Pennar Engg.Bld.,40370,pennar-engg-bld,pennar-engg-bld-40370
ELGIRUBCO,Elgi Rubb.,40401,elgi-rubb,elgi-rubb-40401
VINAYAKPOLYCON,Vinayak Polycon,40409,vinayak-polycon,vinayak-polycon-40409
METS,M E T S,40410,m-e-t-s,m-e-t-s-40410
MMSINFRA,MMS Infra.,40411,mms-infra,mms-infra-40411
VSSL,Vardhman Spl.,40412,vardhman-spl,vardhman-spl-40412
M50,MOSt M50 ETF,40420,most-m50-etf,most-m50-etf-40420
BIRLAPACIFIC,Birla Pacific,40422,birla-pacific,birla-pacific-40422
HDFCMFGETF,HDFC Gold ETF,40429,hdfc-gold-etf,hdfc-gold-etf-40429
ICICIGOLD,ICICI Gold ETF,40430,icici-gold-etf,icici-gold-etf-40430
SERVALL,Servalaksh.Paper,40437,servalaksh-paper,servalaksh-paper-40437
FMNL,Future Market,40438,future-market,future-market-40438
INFRONICSSYS,Infronics Sys.,40448,infronics-sys,infronics-sys-40448
PARAPRINT,Para. Print.,40449,para-print,para-print-40449
TIMBOR,Timbor Home,40450,timbor-home,timbor-home-40450
OSWALMIN,Oswal Minerals,40454,oswal-minerals,oswal-minerals-40454
ENDURANCE,Endurance Tech.,40457,endurance-tech,endurance-tech-40457
VASWANI,Vaswani Inds.,40458,vaswani-inds,vaswani-inds-40458
INFRABEES,R*Shares Infra,40459,r-shares-infra,r-shares-infra-40459
TIJARIA,Tijaria Poly.,40460,tijaria-poly,tijaria-poly-40460
BGLOBAL,Bharatiya Glob.,40479,bharatiya-glob,bharatiya-glob-40479
AXISGOLD,Axis Gold ETF,40488,axis-gold-etf,axis-gold-etf-40488
BROOKS,Brooks Lab.,40505,brooks-lab,brooks-lab-40505
KRIDHANINF,Kridhan Infra,40506,kridhan-infra,kridhan-infra-40506
FIVEXTRADECOM,Five X Tradecom,40512,five-x-tradecom,five-x-tradecom-40512
OLYMPICCARD,Olympic card.,40513,olympic-card,olympic-card-40513
ONELIFECAP,Onelife Capital,40517,onelife-capital,onelife-capital-40517
THOMASCOTT,Thomas Scott,40521,thomas-scott,thomas-scott-40521
M100,MOst Shares M100,40549,most-shares-m100,most-shares-m100-40549
NAGAFERT,Nagarjuna Fert.,40552,nagarjuna-fert,nagarjuna-fert-40552
NAGAROIL,Nagar.Oil Refin.,40553,nagar-oil-refin,nagar-oil-refin-40553
UJAAS,Ujaas Energy,40564,ujaas-energy,ujaas-energy-40564
SANCO,Sanco Industries,40566,sanco-industries,sanco-industries-40566
AGSINFOTECH,AGS Infotech,40569,ags-infotech,ags-infotech-40569
APEXCAPFIN,Apex Cap. & Fin.,40592,apex-cap-fin,apex-cap-fin-40592
LEMONTREE,Lemon Tree Hotel,40619,lemon-tree-hotel,lemon-tree-hotel-40619
TREEHOUSE,Tree House Edu.,40647,tree-house-edu,tree-house-edu-40647
ESSARSHPNG,Essar Shipping,40738,essar-shipping,essar-shipping-40738
ORIENTREF,Orient Refrac.,40749,orient-refrac,orient-refrac-40749
N100,MOst Shar.NASDAQ,40766,most-shar-nasdaq,most-shar-nasdaq-40766
ARVSMART,Arvind SmartSp.,40790,arvind-smartsp,arvind-smartsp-40790
BHAGYAPROP,Bhagya. Prop.,40799,bhagya-prop,bhagya-prop-40799
ABCAPITAL,Aditya Birla Cap,40903,aditya-birla-cap,aditya-birla-cap-40903
ABFRL,Aditya Bir. Fas.,40912,aditya-bir-fas,aditya-bir-fas-40912
DMART,Avenue Super.,40942,avenue-super,avenue-super-40942
TIINDIA,Tube Investments,40963,tube-investments,tube-investments-40963
SETUINFRA,Setubandhan Inf.,41136,setubandhan-inf,setubandhan-inf-41136
L&TFH,L&T Fin.Holdings,41147,l-t-fin-holdings,l-t-fin-holdings-41147
GOLDENBULL,Golden Bull,41198,golden-bull,golden-bull-41198
SCHNEIDER,Schneider Elect.,41218,schneider-elect,schneider-elect-41218
BSLGOLDETF,Birla Sun ETF,41220,birla-sun-etf,birla-sun-etf-41220
INDOTHAI,Indo Thai Sec.,41238,indo-thai-sec,indo-thai-sec-41238
PAULMERCHANTS,Paul Merchants,41242,paul-merchants,paul-merchants-41242
AFENTERPRISES,A F Enterprises,41244,a-f-enterprises,a-f-enterprises-41244
LALPATHLAB,Dr Lal Pathlabs,41261,dr-lal-pathlabs,dr-lal-pathlabs-41261
IVZINNIFTY,Invesco Ind. ETF,41282,invesco-ind-etf,invesco-ind-etf-41282
PMCFINCORP,PMC Fincorp,41285,pmc-fincorp,pmc-fincorp-41285
INTELLICAPITAL,Intelli.Capital.,41287,intelli-capital,intelli-capital-41287
RAMMINERALS,Ram Minerals,41288,ram-minerals,ram-minerals-41288
SUPREMEXSHINE,Supremex Shine,41289,supremex-shine,supremex-shine-41289
MBAPL,M B Agro Prod.,41290,m-b-agro-prod,m-b-agro-prod-41290
SOPHIATRAEXPO,Sophia Traexpo,41298,sophia-traexpo,sophia-traexpo-41298
KANCOTEA,Kanco Tea,41310,kanco-tea,kanco-tea-41310
MTEDUCARE,MT Educare,41312,mt-educare,mt-educare-41312
WEIZFOREX,Weizmann For.,41315,weizmann-for,weizmann-for-41315
FERVENTSYNERG,Fervent Synerg.,41316,fervent-synerg,fervent-synerg-41316
SHREEGANESHBIO,Shree Ganesh Bio,41344,shree-ganesh-bio,shree-ganesh-bio-41344
BSLNIFTY,Birla Sun.Nifty,41361,birla-sun-nifty,birla-sun-nifty-41361
VKSPL,VKS Projects,41368,vks-projects,vks-projects-41368
JUSTDIAL,Just Dial,41369,just-dial,just-dial-41369
JTLINFRA,JTL Infra,41375,jtl-infra,jtl-infra-41375
CHAMAKHOLDINGS,Chamak Holdings,41386,chamak-holdings,chamak-holdings-41386
SHEMAROO,Shemaroo Entert.,41398,shemaroo-entert,shemaroo-entert-41398
TVVISION,TV Vision,41403,tv-vision,tv-vision-41403
IIFLNIFTY,IIFL Nifty ETF,41419,iifl-nifty-etf,iifl-nifty-etf-41419
JISLDVREQS,Jain Irrigat-DVR,41427,jain-irrigat-dvr,jain-irrigat-dvr-41427
IDBIGOLD,IDBI Gold ETF,41429,idbi-gold-etf,idbi-gold-etf-41429
COMMERLSYNBAGS,Commerl. Synbags,41433,commerl-synbags,commerl-synbags-41433
HEXATRADEX,Hexa Tradex,41473,hexa-tradex,hexa-tradex-41473
KRISHANAFABRICS,Krishana Fabrics,41485,krishana-fabrics,krishana-fabrics-41485
URBAKNITTFABS,Urbaknitt Fabs,41486,urbaknitt-fabs,urbaknitt-fabs-41486
RTNINFRA,RattanIndia Infr,41487,rattanindia-infr,rattanindia-infr-41487
PROZONINTU,Prozone Intu,41492,prozone-intu,prozone-intu-41492
SEPOWER,S E Power,41535,s-e-power,s-e-power-41535
UDAYJEWELLERY,Uday Jewellery,41553,uday-jewellery,uday-jewellery-41553
INTEGRA,Integra Garments,41741,integra-garments,integra-garments-41741
NIBL,NRB Indl Bearing,41859,nrb-indl-bearing,nrb-indl-bearing-41859
PYXISFINVEST,Pyxis Finvest,41887,pyxis-finvest,pyxis-finvest-41887
SADBHIN,Sadbhav Infra.,42049,sadbhav-infra,sadbhav-infra-42049
MGOLD,MOSt Gold ETF,42119,most-gold-etf,most-gold-etf-42119
INDOSTAR,Indostar Capital,42128,indostar-capital,indostar-capital-42128
LOOKSHEALTH,Looks Health,42129,looks-health,looks-health-42129
PHOENIXTOWNSHIP,Phoenix Township,42137,phoenix-township,phoenix-township-42137
JUPITERINFO,Jupiter Info.,42165,jupiter-info,jupiter-info-42165
THEJO,Thejo Engg.,42197,thejo-engg,thejo-engg-42197
CRMFGETF,Canara Robeco ET,42218,canara-robeco-et,canara-robeco-et-42218
AMTL,Advance Meter.,42260,advance-meter,advance-meter-42260
SHKRISHINFR,Sh. Krish. Infr.,42273,sh-krish-infr,sh-krish-infr-42273
SUNGOLDMEDIA,Sungold Media,42274,sungold-media,sungold-media-42274
ACETOURS,Ace Tours,42279,ace-tours,ace-tours-42279
MAXALERT,Max Alert,42281,max-alert,max-alert-42281
ZUARI,Zuari Agro Chem.,42328,zuari-agro-chem,zuari-agro-chem-42328
TASTYDAIRY,Tasty Dairy,42365,tasty-dairy,tasty-dairy-42365
HARIAAPPARELS,Haria Apparels,42511,haria-apparels,haria-apparels-42511
THYROCARE,Thyrocare Tech.,42518,thyrocare-tech,thyrocare-tech-42518
HCG,Health.Global,42523,health-global,health-global-42523
SANGAMRENEWAB,Sangam Renewab.,42529,sangam-renewab,sangam-renewab-42529
DECILLIONFIN,Decillion Fin.,42548,decillion-fin,decillion-fin-42548
SRGHOUSING,SRG Housing,42562,srg-housing,srg-housing-42562
ARAMBHANHOSPIT,Arambhan Hospit.,42570,arambhan-hospit,arambhan-hospit-42570
ABHIJITTRADING,Abhijit Trading,42583,abhijit-trading,abhijit-trading-42583
SHRINIWASLF,SHRI NIWAS L& F.,42587,shri-niwas-l-f,shri-niwas-l-f-42587
JOINTECAEDU,Jointeca Edu.,42596,jointeca-edu,jointeca-edu-42596
SPCENET,Spacenet Enterpr,42606,spacenet-enterpr,spacenet-enterpr-42606
COMFORTCOMTRADE,Comfort Comtrade,42683,comfort-comtrade,comfort-comtrade-42683
ADITRIINDUST,Aditri Indust.,42736,aditri-indust,aditri-indust-42736
RCLRETAIL,RCL Retail,42737,rcl-retail,rcl-retail-42737
RADIOCITY,Music Broadcast,42741,music-broadcast,music-broadcast-42741
BRONZEINFRA,Bronze Infra,42782,bronze-infra,bronze-infra-42782
VETO,Veto Switchgears,42820,veto-switchgears,veto-switchgears-42820
INDRENEWABLE,IND Renewable,42895,ind-renewable,ind-renewable-42895
ECOFRIENDLY,Eco Friendly,42896,eco-friendly,eco-friendly-42896
ESTEEMBIOORG,Esteem Bio Org.,42897,esteem-bio-org,esteem-bio-org-42897
